Date,Total Count ,count_ag0_4,count5_17,count18_64,count65p
6/29/2010,133,32,12,77,11
6/30/2010,144,36,16,79,13
7/1/2010,141,38,8,77,18
7/2/2010,110,38,10,45,17
7/3/2010,115,30,15,57,13
7/4/2010,114,23,9,62,19
7/5/2010,151,45,12,73,20
7/6/2010,176,37,20,100,19
7/7/2010,146,29,24,76,17
7/8/2010,146,32,9,83,21
7/9/2010,143,40,20,61,22
7/10/2010,140,44,8,69,18
7/11/2010,173,50,15,81,27
7/12/2010,149,33,20,77,17
7/13/2010,144,42,15,69,18
7/14/2010,150,36,17,80,17
7/15/2010,132,45,12,56,19
7/16/2010,143,39,10,71,23
7/17/2010,111,31,6,57,16
7/18/2010,113,36,7,57,13
7/19/2010,168,41,19,80,28
7/20/2010,135,32,10,65,27
7/21/2010,131,38,13,62,17
7/22/2010,134,29,11,69,24
7/23/2010,115,26,9,60,20
7/24/2010,137,37,12,68,20
7/25/2010,123,37,11,64,10
7/26/2010,163,45,15,77,26
7/27/2010,166,49,17,71,27
7/28/2010,154,55,11,69,19
7/29/2010,127,34,13,63,17
7/30/2010,132,38,6,64,24
7/31/2010,140,40,13,66,21
8/1/2010,122,28,9,72,12
8/2/2010,141,47,10,66,18
8/3/2010,121,31,10,69,10
8/4/2010,118,29,13,63,13
8/5/2010,123,32,9,62,19
8/6/2010,116,44,12,44,15
8/7/2010,116,31,11,63,11
8/8/2010,114,37,14,53,10
8/9/2010,130,32,14,63,21
8/10/2010,125,30,9,72,14
8/11/2010,119,31,5,62,21
8/12/2010,126,38,15,60,12
8/13/2010,106,29,8,48,20
8/14/2010,113,22,7,59,24
8/15/2010,131,41,11,64,15
8/16/2010,133,37,10,66,20
8/17/2010,131,34,17,61,19
8/18/2010,126,36,6,72,12
8/19/2010,133,36,8,68,21
8/20/2010,136,36,9,68,22
8/21/2010,118,35,14,52,15
8/22/2010,94,26,8,45,14
8/23/2010,156,44,15,68,29
8/24/2010,133,32,10,71,20
8/25/2010,107,23,7,55,21
8/26/2010,101,27,5,48,18
8/27/2010,124,34,9,72,8
8/28/2010,128,29,10,74,14
8/29/2010,118,26,6,74,12
8/30/2010,108,33,8,49,18
8/31/2010,148,47,19,61,20
9/1/2010,129,25,10,75,17
9/2/2010,127,30,17,66,13
9/3/2010,121,29,13,60,19
9/4/2010,117,36,10,53,18
9/5/2010,112,35,10,54,12
9/6/2010,132,46,15,62,9
9/7/2010,147,39,6,82,20
9/8/2010,140,40,9,70,21
9/9/2010,138,38,13,69,18
9/10/2010,121,36,13,56,16
9/11/2010,102,30,7,51,14
9/12/2010,112,28,12,60,10
9/13/2010,116,30,11,61,14
9/14/2010,120,35,14,53,18
9/15/2010,121,26,10,66,19
9/16/2010,126,36,11,62,17
9/17/2010,94,30,8,38,18
9/18/2010,100,26,13,40,21
9/19/2010,116,32,7,59,17
9/20/2010,133,36,11,69,16
9/21/2010,131,37,16,62,16
9/22/2010,118,30,6,70,12
9/23/2010,108,26,18,52,12
9/24/2010,100,35,10,41,14
9/25/2010,122,32,10,65,14
9/26/2010,97,22,8,56,10
9/27/2010,131,35,20,52,24
9/28/2010,116,39,8,58,11
9/29/2010,125,24,15,71,14
9/30/2010,82,22,13,34,11
10/1/2010,113,32,10,51,20
10/2/2010,84,24,7,39,13
10/3/2010,97,30,13,38,15
10/4/2010,106,27,13,54,12
10/5/2010,102,29,8,52,12
10/6/2010,93,21,11,45,15
10/7/2010,95,23,12,48,12
10/8/2010,83,25,8,44,6
10/9/2010,85,23,10,40,12
10/10/2010,96,35,5,46,8
10/11/2010,95,22,7,54,12
10/12/2010,108,20,20,55,12
10/13/2010,115,25,8,64,18
10/14/2010,93,27,9,43,13
10/15/2010,97,42,7,37,10
10/16/2010,85,17,12,36,18
10/17/2010,97,35,10,36,16
10/18/2010,108,30,12,54,10
10/19/2010,110,21,15,61,13
10/20/2010,100,31,13,43,12
10/21/2010,105,28,8,45,24
10/22/2010,88,32,10,31,13
10/23/2010,87,25,10,41,11
10/24/2010,120,43,8,59,10
10/25/2010,137,38,17,59,22
10/26/2010,130,38,18,59,15
10/27/2010,136,34,14,77,11
10/28/2010,106,31,7,49,19
10/29/2010,80,25,5,36,14
10/30/2010,101,39,9,40,13
10/31/2010,90,31,3,45,11
11/1/2010,115,27,16,58,13
11/2/2010,115,42,10,48,15
11/3/2010,113,36,15,52,10
11/4/2010,118,32,14,57,14
11/5/2010,118,41,11,51,15
11/6/2010,110,35,6,58,10
11/7/2010,116,34,13,54,15
11/8/2010,123,38,19,51,15
11/9/2010,114,38,7,61,8
11/10/2010,151,59,18,54,20
11/11/2010,127,40,12,61,13
11/12/2010,137,53,11,60,12
11/13/2010,137,54,17,50,14
11/14/2010,144,57,18,49,20
11/15/2010,184,53,33,77,21
11/16/2010,158,40,26,70,22
11/17/2010,143,34,16,73,20
11/18/2010,163,41,20,78,24
11/19/2010,134,41,18,58,16
11/20/2010,137,49,12,60,15
11/21/2010,156,72,20,52,11
11/22/2010,181,51,29,79,21
11/23/2010,158,46,23,68,20
11/24/2010,154,55,17,62,19
11/25/2010,115,38,14,47,15
11/26/2010,169,55,15,74,23
11/27/2010,180,73,21,64,22
11/28/2010,180,77,15,72,15
11/29/2010,256,72,34,111,38
11/30/2010,232,66,33,104,26
12/1/2010,149,49,13,70,17
12/2/2010,168,44,22,75,26
12/3/2010,152,46,9,76,20
12/4/2010,142,45,17,60,19
12/5/2010,154,54,20,59,18
12/6/2010,192,63,27,75,27
12/7/2010,190,70,32,70,17
12/8/2010,162,47,29,71,15
12/9/2010,205,64,38,84,19
12/10/2010,173,50,24,78,21
12/11/2010,174,64,24,67,18
12/12/2010,180,69,28,66,15
12/13/2010,213,52,34,93,33
12/14/2010,191,58,28,84,21
12/15/2010,188,55,22,91,20
12/16/2010,212,57,26,107,22
12/17/2010,183,51,27,80,22
12/18/2010,174,55,23,75,21
12/19/2010,186,68,24,67,27
12/20/2010,253,76,42,113,20
12/21/2010,187,45,31,90,21
12/22/2010,207,68,23,87,29
12/23/2010,185,51,26,83,25
12/24/2010,160,52,28,53,23
12/25/2010,164,54,20,62,26
12/26/2010,176,69,15,70,20
12/27/2010,118,39,11,62,6
12/28/2010,184,61,24,82,17
12/29/2010,192,57,14,91,27
12/30/2010,210,65,24,85,35
12/31/2010,177,56,23,72,25
1/1/2011,187,62,29,74,22
1/2/2011,205,57,23,106,17
1/3/2011,222,62,27,96,37
1/4/2011,184,43,28,88,24
1/5/2011,222,61,29,104,28
1/6/2011,192,46,27,100,19
1/7/2011,169,41,17,76,35
1/8/2011,194,50,21,98,23
1/9/2011,162,48,23,71,18
1/10/2011,220,62,33,97,28
1/11/2011,176,44,28,79,23
1/12/2011,144,49,17,56,21
1/13/2011,178,45,23,79,29
1/14/2011,150,38,17,76,19
1/15/2011,182,59,17,87,18
1/16/2011,174,57,18,77,22
1/17/2011,178,58,19,78,23
1/18/2011,166,41,19,91,15
1/19/2011,197,59,26,88,24
1/20/2011,188,44,32,92,19
1/21/2011,186,54,17,92,23
1/22/2011,138,41,19,64,13
1/23/2011,136,44,16,61,14
1/24/2011,164,39,21,88,15
1/25/2011,153,47,25,59,22
1/26/2011,148,36,22,72,18
1/27/2011,133,47,18,58,9
1/28/2011,162,45,22,75,20
1/29/2011,142,42,21,56,21
1/30/2011,145,50,23,57,14
1/31/2011,164,39,23,83,18
2/1/2011,167,44,20,88,15
2/2/2011,141,39,16,63,22
2/3/2011,152,48,27,63,14
2/4/2011,147,38,19,67,22
2/5/2011,140,41,19,62,16
2/6/2011,169,65,28,59,17
2/7/2011,184,41,30,89,24
2/8/2011,171,40,29,90,12
2/9/2011,172,37,21,92,21
2/10/2011,165,39,23,80,22
2/11/2011,175,39,26,85,25
2/12/2011,143,47,14,63,18
2/13/2011,168,48,32,72,16
2/14/2011,191,52,36,78,23
2/15/2011,176,36,33,80,27
2/16/2011,158,40,22,72,24
2/17/2011,203,48,34,99,20
2/18/2011,173,42,22,80,25
2/19/2011,160,41,20,79,20
2/20/2011,189,73,24,67,23
2/21/2011,167,63,17,74,12
2/22/2011,185,41,21,98,25
2/23/2011,185,43,30,89,22
2/24/2011,154,46,12,76,19
2/25/2011,139,41,17,59,20
2/26/2011,144,45,13,69,16
2/27/2011,208,58,36,88,25
2/28/2011,197,57,21,100,19
3/1/2011,191,51,27,97,15
3/2/2011,197,60,28,82,27
3/3/2011,182,56,21,86,19
3/4/2011,170,47,23,80,19
3/5/2011,174,55,18,83,17
3/6/2011,173,62,32,64,14
3/7/2011,208,63,32,91,22
3/8/2011,205,53,42,82,28
3/9/2011,167,55,23,78,10
3/10/2011,163,47,30,64,19
3/11/2011,163,49,22,66,26
3/12/2011,161,50,30,54,25
3/13/2011,174,63,33,55,22
3/14/2011,232,67,36,106,22
3/15/2011,182,51,31,74,22
3/16/2011,180,51,24,89,14
3/17/2011,193,53,32,91,17
3/18/2011,157,38,20,77,21
3/19/2011,156,55,21,67,12
3/20/2011,212,69,27,93,21
3/21/2011,193,55,30,89,19
3/22/2011,208,63,42,85,18
3/23/2011,146,46,19,69,12
3/24/2011,183,57,29,84,13
3/25/2011,145,48,26,56,15
3/26/2011,163,65,21,67,10
3/27/2011,161,52,30,59,20
3/28/2011,192,58,40,73,21
3/29/2011,200,55,27,96,22
3/30/2011,184,52,43,72,17
3/31/2011,187,56,38,71,22
4/1/2011,190,65,26,74,25
4/2/2011,170,53,22,72,23
4/3/2011,223,73,38,92,20
4/4/2011,201,85,26,75,15
4/5/2011,200,62,48,68,22
4/6/2011,201,60,35,80,26
4/7/2011,190,61,30,73,26
4/8/2011,155,46,19,74,16
4/9/2011,166,56,22,68,20
4/10/2011,176,63,30,68,15
4/11/2011,202,58,40,79,25
4/12/2011,219,61,36,101,21
4/13/2011,179,51,31,70,27
4/14/2011,180,53,25,72,30
4/15/2011,158,48,27,72,11
4/16/2011,134,45,20,53,16
4/17/2011,140,35,21,66,18
4/18/2011,192,64,26,84,18
4/19/2011,169,36,22,86,25
4/20/2011,154,43,24,66,21
4/21/2011,152,48,16,75,13
4/22/2011,125,35,13,66,11
4/23/2011,124,50,12,44,18
4/24/2011,138,43,18,62,15
4/25/2011,163,55,18,72,18
4/26/2011,149,39,21,66,23
4/27/2011,151,34,21,71,25
4/28/2011,150,40,24,69,17
4/29/2011,104,29,12,51,12
4/30/2011,123,31,17,64,11
5/1/2011,116,45,15,40,16
5/2/2011,153,47,24,64,18
5/3/2011,124,35,13,57,19
5/4/2011,126,34,11,61,20
5/5/2011,112,33,17,48,14
5/6/2011,112,37,13,52,10
5/7/2011,114,37,20,44,13
5/8/2011,111,32,16,52,11
5/9/2011,141,47,12,68,14
5/10/2011,132,39,12,56,25
5/11/2011,112,34,13,50,15
5/12/2011,121,39,11,51,20
5/13/2011,111,30,23,43,15
5/14/2011,112,36,16,51,9
5/15/2011,108,31,11,54,12
5/16/2011,137,40,19,64,14
5/17/2011,126,36,19,53,18
5/18/2011,133,33,20,60,20
5/19/2011,121,28,22,58,13
5/20/2011,116,44,10,46,16
5/21/2011,101,23,17,49,12
5/22/2011,88,33,6,40,9
5/23/2011,142,27,26,65,24
5/24/2011,110,31,7,58,14
5/25/2011,111,25,13,53,20
5/26/2011,133,31,21,65,16
5/27/2011,97,28,8,47,14
5/28/2011,106,32,12,43,19
5/29/2011,97,28,5,52,12
5/30/2011,121,34,17,54,16
5/31/2011,105,28,9,53,15
6/1/2011,114,24,18,57,15
6/2/2011,127,28,14,67,18
6/3/2011,128,27,12,71,18
6/4/2011,117,37,9,57,14
6/5/2011,112,29,15,55,13
6/6/2011,144,29,15,79,21
6/7/2011,108,28,13,49,18
6/8/2011,97,21,8,53,15
6/9/2011,115,20,13,61,21
6/10/2011,107,31,7,50,19
6/11/2011,104,25,11,50,18
6/12/2011,127,31,9,64,23
6/13/2011,142,36,11,77,18
6/14/2011,127,36,13,63,15
6/15/2011,139,35,17,60,27
6/16/2011,106,30,10,54,12
6/17/2011,111,28,9,58,16
6/18/2011,103,29,9,47,18
6/19/2011,105,23,11,58,13
6/20/2011,132,37,7,62,26
6/21/2011,118,16,12,69,21
6/22/2011,100,23,11,52,14
6/23/2011,111,30,8,50,23
6/24/2011,115,22,10,71,12
6/25/2011,96,25,6,53,12
6/26/2011,90,25,11,43,11
6/27/2011,95,25,9,49,12
6/28/2011,109,27,12,55,15
6/29/2011,121,31,5,67,18
6/30/2011,103,31,7,55,10
7/1/2011,106,22,11,56,17
7/2/2011,89,24,10,42,13
7/3/2011,104,33,9,47,15
7/4/2011,109,37,11,48,13
7/5/2011,129,19,12,76,22
7/6/2011,125,33,11,70,11
7/7/2011,119,32,10,57,20
7/8/2011,112,33,9,56,14
7/9/2011,148,47,11,71,19
7/10/2011,110,32,12,57,9
7/11/2011,132,44,8,64,16
7/12/2011,125,30,15,63,17
7/13/2011,135,31,12,69,23
7/14/2011,127,31,19,59,18
7/15/2011,115,38,12,50,15
7/16/2011,120,28,8,68,16
7/17/2011,113,28,17,55,13
7/18/2011,149,46,12,62,29
7/19/2011,138,33,17,71,17
7/20/2011,116,27,13,52,24
7/21/2011,124,37,10,65,12
7/22/2011,105,23,8,60,14
7/23/2011,103,25,11,51,16
7/24/2011,108,28,8,51,21
7/25/2011,125,32,7,66,20
7/26/2011,121,25,12,62,22
7/27/2011,123,28,5,70,20
7/28/2011,117,24,16,56,21
7/29/2011,112,25,13,56,18
7/30/2011,111,30,10,63,8
7/31/2011,128,49,10,58,11
8/1/2011,119,34,14,60,11
8/2/2011,138,37,14,71,16
8/3/2011,121,30,13,62,16
8/4/2011,134,30,16,65,23
8/5/2011,130,40,16,43,31
8/6/2011,88,15,9,50,14
8/7/2011,94,27,6,44,17
8/8/2011,154,33,14,87,20
8/9/2011,122,34,6,66,16
8/10/2011,129,38,15,57,19
8/11/2011,137,34,12,73,18
8/12/2011,121,33,13,65,10
8/13/2011,109,33,8,56,12
8/14/2011,104,23,12,55,14
8/15/2011,115,33,5,59,18
8/16/2011,127,25,14,69,19
8/17/2011,132,35,14,66,17
8/18/2011,107,29,8,63,7
8/19/2011,110,23,12,54,21
8/20/2011,115,34,14,58,9
8/21/2011,129,35,15,61,18
8/22/2011,135,37,13,64,21
8/23/2011,109,21,9,60,19
8/24/2011,103,23,12,58,10
8/25/2011,108,27,15,51,15
8/26/2011,90,16,7,51,16
8/27/2011,69,15,3,33,12
8/28/2011,65,12,7,33,13
8/29/2011,121,30,11,60,20
8/30/2011,125,32,13,56,24
8/31/2011,95,25,8,44,18
9/1/2011,92,23,9,49,11
9/2/2011,100,29,11,44,16
9/3/2011,98,27,8,43,20
9/4/2011,87,27,10,37,13
9/5/2011,116,31,15,58,12
9/6/2011,104,31,7,51,15
9/7/2011,100,16,6,62,16
9/8/2011,91,22,6,49,14
9/9/2011,90,19,10,50,11
9/10/2011,105,35,10,49,11
9/11/2011,96,29,17,36,14
9/12/2011,111,25,10,60,16
9/13/2011,102,23,15,52,12
9/14/2011,114,23,17,58,16
9/15/2011,90,22,10,42,16
9/16/2011,85,31,6,38,10
9/17/2011,101,31,6,50,14
9/18/2011,69,18,6,40,5
9/19/2011,116,21,13,50,30
9/20/2011,105,23,14,50,17
9/21/2011,116,32,18,50,11
9/22/2011,103,29,17,40,17
9/23/2011,93,32,14,35,12
9/24/2011,88,27,7,40,14
9/25/2011,112,39,7,55,11
9/26/2011,132,31,15,55,31
9/27/2011,108,34,13,44,17
9/28/2011,100,28,6,52,14
9/29/2011,100,31,6,52,11
9/30/2011,105,25,10,53,17
10/1/2011,88,26,9,44,9
10/2/2011,76,18,7,40,11
10/3/2011,98,28,8,49,13
10/4/2011,113,25,13,58,17
10/5/2011,107,24,13,52,18
10/6/2011,89,26,14,38,11
10/7/2011,94,21,9,48,16
10/8/2011,83,30,7,34,12
10/9/2011,100,28,11,48,13
10/10/2011,119,28,11,62,18
10/11/2011,114,34,8,55,17
10/12/2011,110,21,13,57,19
10/13/2011,107,28,12,59,8
10/14/2011,90,29,9,42,10
10/15/2011,81,23,12,37,9
10/16/2011,90,25,9,44,12
10/17/2011,110,20,8,56,26
10/18/2011,95,26,7,44,18
10/19/2011,99,30,13,48,8
10/20/2011,108,22,12,61,13
10/21/2011,82,23,8,40,11
10/22/2011,71,19,3,36,13
10/23/2011,87,22,10,47,8
10/24/2011,128,27,19,63,19
10/25/2011,113,29,6,59,19
10/26/2011,94,27,9,48,10
10/27/2011,94,28,9,40,17
10/28/2011,81,25,7,34,15
10/29/2011,72,25,7,27,13
10/30/2011,77,31,3,30,13
10/31/2011,89,23,10,39,17
11/1/2011,122,42,12,51,17
11/2/2011,105,23,20,49,13
11/3/2011,109,31,17,48,13
11/4/2011,86,21,8,39,18
11/5/2011,103,31,11,52,9
11/6/2011,108,38,12,35,23
11/7/2011,120,28,22,53,17
11/8/2011,117,26,13,65,13
11/9/2011,106,29,17,43,17
11/10/2011,119,27,20,61,11
11/11/2011,101,29,16,39,17
11/12/2011,89,27,6,47,9
11/13/2011,112,39,15,41,17
11/14/2011,150,43,13,68,26
11/15/2011,133,33,17,68,15
11/16/2011,121,37,10,57,17
11/17/2011,108,31,17,47,13
11/18/2011,104,33,8,46,17
11/19/2011,92,26,8,40,18
11/20/2011,140,48,16,61,15
11/21/2011,141,36,25,61,19
11/22/2011,113,36,15,48,14
11/23/2011,91,26,11,39,15
11/24/2011,83,26,4,40,13
11/25/2011,137,37,15,63,22
11/26/2011,114,38,12,49,15
11/27/2011,127,39,16,51,21
11/28/2011,148,45,14,71,18
11/29/2011,137,37,13,71,16
11/30/2011,119,25,23,57,14
12/1/2011,131,40,11,59,21
12/2/2011,128,40,18,54,16
12/3/2011,105,29,13,44,18
12/4/2011,117,42,13,46,16
12/5/2011,133,44,16,64,9
12/6/2011,130,38,18,66,8
12/7/2011,114,33,15,51,15
12/8/2011,117,32,22,47,16
12/9/2011,101,44,8,39,10
12/10/2011,105,36,4,51,14
12/11/2011,117,44,13,51,9
12/12/2011,167,49,26,66,26
12/13/2011,119,27,14,67,11
12/14/2011,136,46,21,54,15
12/15/2011,137,40,26,56,15
12/16/2011,112,30,21,43,18
12/17/2011,124,48,17,42,17
12/18/2011,115,37,15,58,5
12/19/2011,152,50,26,60,16
12/20/2011,158,41,20,76,21
12/21/2011,160,49,24,66,21
12/22/2011,126,28,23,56,19
12/23/2011,129,30,17,63,19
12/24/2011,105,40,13,40,12
12/25/2011,112,42,14,39,17
12/26/2011,161,54,14,75,18
12/27/2011,183,59,23,81,20
12/28/2011,192,60,25,80,27
12/29/2011,200,67,23,82,28
12/30/2011,161,50,12,74,25
12/31/2011,151,36,9,85,19
1/1/2012,182,58,25,76,23
1/2/2012,177,65,24,76,12
1/3/2012,202,47,39,95,21
1/4/2012,149,43,23,67,16
1/5/2012,199,63,32,85,19
1/6/2012,146,50,20,60,16
1/7/2012,143,41,22,57,23
1/8/2012,150,49,16,74,11
1/9/2012,224,57,40,105,22
1/10/2012,193,64,29,84,16
1/11/2012,182,56,25,85,16
1/12/2012,167,47,23,82,15
1/13/2012,153,46,18,71,18
1/14/2012,139,45,11,62,21
1/15/2012,124,51,15,49,9
1/16/2012,186,68,31,72,15
1/17/2012,211,60,40,93,18
1/18/2012,198,48,32,94,24
1/19/2012,166,34,41,75,16
1/20/2012,179,45,29,84,21
1/21/2012,131,39,19,61,12
1/22/2012,179,57,28,73,21
1/23/2012,250,81,35,116,18
1/24/2012,183,53,24,85,21
1/25/2012,190,52,25,91,22
1/26/2012,193,59,25,86,23
1/27/2012,202,44,32,106,20
1/28/2012,130,51,16,53,10
1/29/2012,171,48,18,84,21
1/30/2012,201,59,26,92,24
1/31/2012,188,41,38,90,19
2/1/2012,205,61,32,86,26
2/2/2012,167,41,24,82,20
2/3/2012,163,53,26,66,18
2/4/2012,151,48,20,62,21
2/5/2012,173,47,34,77,15
2/6/2012,211,56,32,101,22
2/7/2012,218,56,42,97,23
2/8/2012,215,58,34,97,26
2/9/2012,181,36,30,92,23
2/10/2012,194,48,34,90,22
2/11/2012,175,42,28,79,26
2/12/2012,160,40,31,70,19
2/13/2012,228,65,49,93,21
2/14/2012,191,47,31,96,17
2/15/2012,206,51,35,100,20
2/16/2012,211,56,39,92,24
2/17/2012,205,53,28,98,26
2/18/2012,206,62,41,84,19
2/19/2012,203,63,32,85,23
2/20/2012,216,68,24,103,21
2/21/2012,226,54,31,113,28
2/22/2012,214,52,30,112,20
2/23/2012,220,67,32,102,19
2/24/2012,198,64,20,91,23
2/25/2012,185,48,19,91,27
2/26/2012,169,55,26,73,15
2/27/2012,253,74,33,122,24
2/28/2012,174,49,17,93,15
2/29/2012,187,36,32,106,13
3/1/2012,170,53,27,70,20
3/2/2012,152,50,21,62,19
3/3/2012,137,43,19,64,11
3/4/2012,178,49,26,80,23
3/5/2012,230,59,47,109,15
3/6/2012,210,57,28,98,27
3/7/2012,191,42,35,88,26
3/8/2012,192,53,37,85,17
3/9/2012,197,52,26,95,24
3/10/2012,165,68,17,64,16
3/11/2012,197,63,29,82,23
3/12/2012,235,65,41,106,23
3/13/2012,184,33,37,95,19
3/14/2012,199,48,38,84,29
3/15/2012,195,54,16,102,23
3/16/2012,191,46,33,92,20
3/17/2012,186,57,24,88,17
3/18/2012,176,54,24,80,18
3/19/2012,216,39,37,116,24
3/20/2012,201,44,43,102,12
3/21/2012,179,32,35,88,24
3/22/2012,142,34,24,66,18
3/23/2012,133,29,17,72,15
3/24/2012,145,43,21,62,19
3/25/2012,148,39,20,75,14
3/26/2012,171,35,37,87,12
3/27/2012,177,43,29,76,29
3/28/2012,159,47,32,63,17
3/29/2012,156,37,28,72,19
3/30/2012,119,27,15,55,22
3/31/2012,125,39,17,55,14
4/1/2012,132,29,16,70,17
4/2/2012,163,29,17,103,14
4/3/2012,169,43,31,77,18
4/4/2012,143,42,19,62,20
4/5/2012,114,18,15,64,17
4/6/2012,122,36,18,53,15
4/7/2012,142,45,23,54,20
4/8/2012,132,38,18,68,8
4/9/2012,171,50,20,79,22
4/10/2012,170,45,25,84,16
4/11/2012,147,31,18,79,19
4/12/2012,159,47,16,82,14
4/13/2012,151,40,21,67,23
4/14/2012,136,40,18,64,14
4/15/2012,148,31,31,77,9
4/16/2012,175,44,20,85,26
4/17/2012,154,42,16,77,19
4/18/2012,133,27,18,71,17
4/19/2012,150,34,16,83,17
4/20/2012,132,39,9,64,20
4/21/2012,148,38,13,76,21
4/22/2012,137,39,21,64,13
4/23/2012,146,32,24,72,18
4/24/2012,113,34,12,58,9
4/25/2012,129,32,22,68,7
4/26/2012,147,40,25,65,17
4/27/2012,137,34,17,66,20
4/28/2012,125,28,15,70,12
4/29/2012,116,25,16,56,19
4/30/2012,141,32,19,66,24
5/1/2012,148,36,28,69,15
5/2/2012,134,35,21,62,16
5/3/2012,113,26,8,65,14
5/4/2012,130,32,13,66,19
5/5/2012,118,30,16,52,20
5/6/2012,129,30,20,55,24
5/7/2012,154,30,27,80,17
5/8/2012,106,21,19,56,10
5/9/2012,128,32,18,62,16
5/10/2012,119,28,16,64,11
5/11/2012,114,31,11,51,21
5/12/2012,104,22,8,60,14
5/13/2012,117,22,23,54,18
5/14/2012,149,32,19,79,19
5/15/2012,154,31,20,82,21
5/16/2012,135,27,20,77,11
5/17/2012,102,16,19,50,17
5/18/2012,117,30,12,63,12
5/19/2012,90,26,8,44,12
5/20/2012,109,24,12,62,11
5/21/2012,124,20,24,63,17
5/22/2012,158,28,21,85,24
5/23/2012,134,19,19,64,32
5/24/2012,120,23,17,62,18
5/25/2012,108,21,13,53,21
5/26/2012,112,30,7,53,22
5/27/2012,98,22,15,47,14
5/28/2012,124,37,14,60,13
5/29/2012,168,38,11,95,24
5/30/2012,139,34,21,72,12
5/31/2012,133,37,19,56,21
6/1/2012,87,21,11,44,11
6/2/2012,104,24,10,56,14
6/3/2012,98,34,10,39,15
6/4/2012,124,31,20,60,13
6/5/2012,100,30,7,54,9
6/6/2012,115,31,13,49,22
6/7/2012,107,25,11,52,19
6/8/2012,116,32,11,58,15
6/9/2012,99,25,8,54,12
6/10/2012,116,24,16,60,16
6/11/2012,132,25,13,79,15
6/12/2012,115,32,12,52,19
6/13/2012,124,28,11,68,17
6/14/2012,106,28,6,55,17
6/15/2012,120,20,8,72,20
6/16/2012,89,18,13,44,14
6/17/2012,109,37,9,53,10
6/18/2012,125,25,7,71,22
6/19/2012,120,21,19,60,20
6/20/2012,111,34,8,53,16
6/21/2012,113,24,11,59,19
6/22/2012,105,31,7,51,16
6/23/2012,99,26,10,52,11
6/24/2012,102,35,13,42,12
6/25/2012,117,19,13,75,10
6/26/2012,126,31,17,66,12
6/27/2012,117,20,9,70,18
6/28/2012,106,25,13,55,13
6/29/2012,118,25,10,64,19
6/30/2012,95,27,6,48,14
7/1/2012,102,32,9,51,10
7/2/2012,131,31,16,68,16
7/3/2012,133,23,11,77,22
7/4/2012,108,23,11,61,13
7/5/2012,128,33,12,71,12
7/6/2012,115,28,16,48,23
7/7/2012,112,21,21,55,15
7/8/2012,108,28,8,55,17
7/9/2012,123,26,10,69,18
7/10/2012,173,35,20,97,21
7/11/2012,157,41,12,84,20
7/12/2012,128,37,13,59,19
7/13/2012,152,42,12,74,24
7/14/2012,138,30,19,73,16
7/15/2012,104,31,14,45,14
7/16/2012,157,45,13,84,15
7/17/2012,147,39,16,78,14
7/18/2012,121,41,13,50,17
7/19/2012,128,29,8,67,24
7/20/2012,122,35,10,59,18
7/21/2012,131,34,11,66,20
7/22/2012,113,38,13,48,14
7/23/2012,125,25,18,65,17
7/24/2012,125,19,8,80,18
7/25/2012,119,25,15,58,21
7/26/2012,133,33,13,71,16
7/27/2012,119,23,16,65,15
7/28/2012,113,28,17,54,14
7/29/2012,113,28,9,52,24
7/30/2012,124,28,12,69,15
7/31/2012,133,26,10,75,22
8/1/2012,129,34,10,74,11
8/2/2012,115,28,14,58,15
8/3/2012,99,29,9,41,20
8/4/2012,102,33,10,49,10
8/5/2012,95,24,15,48,8
8/6/2012,138,28,11,74,25
8/7/2012,118,29,7,64,18
8/8/2012,123,30,10,63,20
8/9/2012,104,32,14,45,13
8/10/2012,96,31,5,46,14
8/11/2012,117,30,9,62,16
8/12/2012,80,17,8,43,12
8/13/2012,142,29,16,74,23
8/14/2012,135,22,10,85,18
8/15/2012,134,32,16,71,15
8/16/2012,118,34,11,61,12
8/17/2012,116,30,16,56,14
8/18/2012,91,21,6,50,14
8/19/2012,122,30,6,70,16
8/20/2012,127,28,3,74,22
8/21/2012,98,25,4,49,20
8/22/2012,106,27,12,56,11
8/23/2012,131,33,12,62,24
8/24/2012,125,21,10,81,13
8/25/2012,125,34,13,62,16
8/26/2012,108,40,18,39,11
8/27/2012,139,36,17,62,24
8/28/2012,135,28,14,75,18
8/29/2012,125,35,11,66,13
8/30/2012,133,38,9,70,16
8/31/2012,119,20,15,68,16
9/1/2012,112,29,8,61,14
9/2/2012,114,29,5,62,18
9/3/2012,121,25,18,63,15
9/4/2012,132,37,12,70,13
9/5/2012,147,32,9,85,21
9/6/2012,125,37,13,59,16
9/7/2012,119,34,15,52,18
9/8/2012,90,31,2,47,10
9/9/2012,115,35,12,53,15
9/10/2012,130,29,17,62,22
9/11/2012,96,22,13,48,13
9/12/2012,128,32,20,61,15
9/13/2012,105,22,12,59,12
9/14/2012,120,24,12,68,16
9/15/2012,99,24,8,53,14
9/16/2012,103,27,8,60,8
9/17/2012,143,33,10,82,18
9/18/2012,124,32,11,65,16
9/19/2012,121,24,15,65,17
9/20/2012,117,20,18,57,22
9/21/2012,117,37,11,52,17
9/22/2012,111,36,8,52,15
9/23/2012,98,28,8,50,12
9/24/2012,115,31,8,54,22
9/25/2012,92,22,13,49,8
9/26/2012,124,26,11,71,16
